Word,Count,Probability,Direction
عن أراضيهم,1,0.004219409282700422,2
النسبي والأهلي المعزول,1,1.0,3
إعلان قيام,2,0.2222222222222222,2
والمعايير اللازمة لهذه,1,0.3333333333333333,3
عليها اللوائح,1,0.024390243902439025,2
ضمنها,2,0.0,1
اسحق رابين عام,1,1.0,3
التقرير ان اسعار,1,0.0625,3
الرئيس ورفضا للاساءة,1,0.020833333333333332,3
ومشاركتهم في أمور,1,1.0,3
صبغة اشتراكية,1,1.0,2
إلى رفع,1,0.004132231404958678,2
ان عمليات الهدم,1,0.002369668246445498,3
الإجراءات التصاعدية في,1,0.08333333333333333,3
لظاهرة,1,0.0,1
الصادر منها,1,0.1111111111111111,2
وامتداد,1,0.0,1
كتلة المنبر إلى,1,0.07142857142857142,3
الزراعة,2,0.0,1
ليس في,1,0.05263157894736842,2
العالمي للمؤتمرات وقال,1,0.04,3
والمساعدات والقيام,1,0.5,2
ذلك البروتوكول,1,0.009900990099009901,2
المادة السابقة,1,0.058823529411764705,2
الدولية انما يعني,1,0.025,3
واستغلالهاالوطن العربي,1,1.0,2
الأنشطة المعززة للمنهج,1,0.2,3
الجهود والتنسيق,1,0.14285714285714285,2
والأطفال والعجائز,1,1.0,2
بين مخرجات نظم,1,0.007936507936507936,3
على قدم وساق,2,1.0,3
وعلى الصحافة,1,0.047619047619047616,2
محاصر,1,0.0,1
المركز تنفيذ,1,0.02702702702702703,2
لها سواء كانت,1,0.02,3
الى ان هذا,1,0.0038314176245210726,3
التي ستدعم,1,0.003472222222222222,2
عيسى هذا بالإضافة,1,0.05,3
يوسف الرئيس العام,2,1.0,3
حقوق الانسان وتطبيق,1,0.058823529411764705,3
خصوصا,3,0.0,1
المادية وعدد,1,0.5,2
تشهد المرحلة المقبلة,1,0.14285714285714285,3
من الاستقرار,1,8.163265306122449E-4,2
عادة إلى,1,0.25,2
الاخيرة بين,1,0.14285714285714285,2
الفلوجة كأنه,1,0.03571428571428571,2
قواعد,3,0.0,1
الإدارة لتحقيق اقصى,1,0.07692307692307693,3
المنتجين,1,0.0,1
فرص عمل للأجيال,1,0.125,3
مملوكة لأشخاص,1,0.3333333333333333,2
وجود أي,1,0.0625,2
أو الاقتصادي لضمان,1,0.00641025641025641,3
خصبا ثريا بالمناقشات,1,1.0,3
أسفها لما حدث,1,1.0,3
الميناء ألف,1,1.0,2
الخبراء التي,1,0.25,2
يؤدي,4,0.0,1
الى ان هذه,1,0.0038314176245210726,3
الخضراء وتنميتها والحد,1,1.0,3
التكنولوجيا,1,0.0,1
تحسين أوضاع,1,0.1111111111111111,2
القانون والقرارات,1,0.05,2
المقومات الضرورية لقيادة,1,0.3333333333333333,3
عدم تحقيق,1,0.027777777777777776,2
المجلس منهم د,1,0.005050505050505051,3
والصيانة,1,0.0,1
المعرض الذي يقام,1,0.25,3
التي تم,8,0.027777777777777776,2
الكتل لاحتواء,1,0.3333333333333333,2
مكارم,1,0.0,1
من سبتمبر وتساءل,1,8.163265306122449E-4,3
التقدم وهي,1,0.16666666666666666,2
في هذا الامر,1,6.455777921239509E-4,3
أمام الناس في,1,0.037037037037037035,3
النظام مع التقيد,1,0.05263157894736842,3
خلال تنظيم,1,0.0078125,2
شاركت الأستاذة,1,0.5,2
له شخصيا,1,0.02631578947368421,2
عنان هي مبالغة,1,0.07142857142857142,3
المؤثر,1,0.0,1
وحدات سكنية بالقرب,1,0.25,3
تستدعي إجراءات,1,0.5,2
والمناقشة,2,0.0,1
ذلك تحديد,1,0.009900990099009901,2
عبدالنبي سلمان,4,0.8,2
العصيب قوى المجتمع,1,1.0,3
اعتماد الاتصالات ومما,1,0.5,3
اوف امريكا سيكيوريتيز,1,1.0,3
مرة مع كل,2,1.0,3
حقوق المواطن,1,0.058823529411764705,2
بيوتهم حيث,1,1.0,2
الحقيقة الأستاذ أنور,1,0.125,3
الحراك والتدافع الاجتماعي,1,1.0,3
وانشئ,1,0.0,1
هو معمول به,1,0.011235955056179775,3
شاغلي,1,0.0,1
المخالفات كما أوصت,1,0.07692307692307693,3
عالمية وحققت,1,0.3333333333333333,2
جدد أهالي,1,0.5,2
المنقبة وتدريب السيدة,1,0.25,3
وأعلن,1,0.0,1
سبب انتشار الفساد,1,0.14285714285714285,3
نبيل أبوالفتح الذي,1,0.14285714285714285,3
تلبية متطلباتها المعيشية,1,0.2,3
يؤخر,1,0.0,1
ان شاحنة مبردة,1,0.002369668246445498,3
بهزاد إن الاجتماع,1,0.1,3
تجميد المشروع حتى,1,1.0,3
وراءك يا,1,1.0,2
يكون لها العدد,1,0.027777777777777776,3
ضمن أوروبا,1,0.05,2
بخصوص,5,0.0,1
ليرضوا بما,1,1.0,2
الى شركات ذات,1,0.0038314176245210726,3
الشراكات,1,0.0,1
تلوثها,1,0.0,1
السعيدي أيا كان,1,0.045454545454545456,3
للقوانين,3,0.0,1
تحرير التجارة سيحفز,1,0.16666666666666666,3
بوماهر التي هي,1,0.14285714285714285,3
المهندس مسعود,1,0.25,2
والتراث المعماري,1,0.5,2
أرض بلا,1,0.06666666666666667,2
وخاصة سيدات,1,0.043478260869565216,2
دولار وحققت أرباحا,1,0.030303030303030304,3
المؤسسون على,1,1.0,2
الصف الوطني,3,0.6,2
ضمن مفهوم المواطنة,1,0.05,3
منوها إلى اهمية,1,0.25,3
لاستكمال وتعزيز المناهج,1,0.5,3
ذلك لأن,1,0.009900990099009901,2
بشكل افضل وبدون,1,0.02857142857142857,3
فقتل مع,2,1.0,2
لأصحاب البيوت,3,0.75,2
المقر لهذه المجموعة,1,0.25,3
بعد الإقبال,1,0.01282051282051282,2
المواصلات أو,1,0.1111111111111111,2
الثلاثة اسرائيل والفلسطينيون,1,0.2,3
بالبنوك ومزودي الخدمات,1,1.0,3
التنموية المختلفة حضر,1,1.0,3
المواد الدراسية,1,0.16666666666666666,2
بالبيوت الآيلة,1,1.0,2
المقابل يقوم قطاع,1,0.2,3
المتكلم طبقا لأحكام,1,0.16666666666666666,3
بخصوص العقود واعادة,1,0.2,3
ارتفاع درجة الحرارة,1,0.25,3
ابن فلان,1,0.25,2
علي السماهيجي حمد,1,0.021739130434782608,3
نحو تحقيق السلام,1,0.058823529411764705,3
واعفاء,1,0.0,1
أن تساهم,1,0.0045662100456621,2
توصلت,3,0.0,1
يؤثر,1,0.0,1
لماذا تم استبعاد,1,0.25,3
يلعبوا,1,0.0,1
للفنون التراثية,2,1.0,2
ذات الموضوع,1,0.03571428571428571,2
الفلسطيني في الداخل,1,0.030303030303030304,3
رافقه فيها,1,1.0,2
للدخل في,1,1.0,2
وذكر سائق,2,0.13333333333333333,2
على طريق,2,0.002967359050445104,2
جغرافية ضمن دول,1,0.5,3
إمكانية,1,0.0,1
أن الوزارة,4,0.0182648401826484,2
النار عليه,1,0.07692307692307693,2
خليفة عند زيارته,1,0.011235955056179775,3
مؤكدا أهمية ايجاد,1,0.05263157894736842,3
آخر ان سيارة,2,1.0,3
تكرار الخلل,1,0.5,2
الأولى التي,1,0.05555555555555555,2
ان تأمين,1,0.002369668246445498,2
الدفاع شاؤول موفاز,1,0.07142857142857142,3
الإسلامي والطب,1,0.1,2
بذلها الزملاء او,1,1.0,3
انتقالها,1,0.0,1
ناقلات أوامر,1,1.0,2
آرثر,1,0.0,1
حرفيا,1,0.0,1
لأعضاء,1,0.0,1
الخصوص توضيح,1,0.2,2
تشوه الحس الجمالي,1,1.0,3
فلماذا تكون رئاسة,1,0.2,3
اقتصادية هي,1,0.25,2
وبالتالي الطلب,1,0.09090909090909091,2
بهذه المهمة فمجلس,1,0.06666666666666667,3
قطاعات,5,0.0,1
مؤسسات المجتمع,6,0.6,2
بحضور الوزارات المختصة,1,0.5,3
أهالي السقية الشكر,1,0.06666666666666667,3
حق الترشيح في,1,0.045454545454545456,3
لانتظار دورهم فى,1,1.0,3
مثمنا دور,1,1.0,2
جوائز عالمية ونالت,1,0.5,3
المتحدة للإنماء المنتدى,1,0.02,3
وزير العمل والشئون,1,0.015151515151515152,3
الإنتاج المختلفة في,1,0.16666666666666666,3
جهوده,1,0.0,1
في اتفاقية,1,6.455777921239509E-4,2
مجموع,1,0.0,1
دينار ويقول,1,0.023255813953488372,2
بينها صحيفة,1,0.2,2
تطوير وتحسين الشبكة,1,0.05263157894736842,3
مستوفيا للشروط,1,0.5,2
الخدمات على المستوى,1,0.037037037037037035,3
وتنسيق,1,0.0,1
من العضو,1,8.163265306122449E-4,2
للدكتور عمر,1,0.06666666666666667,2
مشتركة في عملها,1,0.2,3
العوضي الأمين,1,1.0,2
لانشاء هيئة عليا,1,1.0,3
وميزانية الشئون الفنية,1,1.0,3
أرباح سنوية,1,0.5,2
اهمية تعاون جميع,1,0.3333333333333333,3
صلاح علي إلى,1,0.07142857142857142,3
جديد مما,1,0.1,2
إلى تطلع شعوب,1,0.004132231404958678,3
الثابت حجم الاستثمارات,1,0.3333333333333333,3
من الأراضي الفلسطينية,1,8.163265306122449E-4,3
كل حسب موقفه,1,0.011235955056179775,3
تهدئة وتصفية الأجواء,1,0.3333333333333333,3
عليه او,1,0.029411764705882353,2
عليه ان,2,0.058823529411764705,2
جهودا,2,0.0,1
الرئيسي لاختيار,1,0.2,2
على صعيد تفعيل,1,0.001483679525222552,3
عاتق المركز,1,0.25,2
قام بها,2,0.10526315789473684,2
المعوق ومحاولة وضع,1,0.3333333333333333,3
في ساحة,3,0.001936733376371853,2
شل ثاني,1,0.2,2
ذلك لان,1,0.009900990099009901,2
لمديري ومديرات,1,1.0,2
التي بلغت,2,0.006944444444444444,2
الإنسان وأشار,1,0.09090909090909091,2
في نصف ساعة,1,6.455777921239509E-4,3
وقد صرحت رايس,1,0.009174311926605505,3
تجنبا للوقوع,1,1.0,2
هذا الخلق,1,0.005208333333333333,2
علي السماهيجي حول,1,0.021739130434782608,3
المقومات المطلوبة,1,0.3333333333333333,2
المؤشر,1,0.0,1
ان تحل خارطة,1,0.002369668246445498,3
للحكومة الأمر,1,0.25,2
سعود وتهدف,1,0.037037037037037035,2
فخره واعتزازه بهذه,1,1.0,3
الوطني في الدول,1,0.027777777777777776,3
والازدواجية التي,1,1.0,2
البحرين رصد,1,0.006134969325153374,2
علاقاته مع,1,1.0,2
وكذلك برامج,1,0.16666666666666666,2
ولكن الذي,1,0.058823529411764705,2
النواب من دون,1,0.008620689655172414,3
السنة وليس,1,0.08333333333333333,2
وليد العزاوي قائد,2,1.0,3
والمشاركين فيه,1,1.0,2
والمآسي,1,0.0,1
سافرت,1,0.0,1
سافرة,1,0.0,1
سافرا,1,0.0,1
كيلومتر,2,0.0,1
الشاملة وباستخدام,1,0.125,2
أو أبدى أقوالا,1,0.00641025641025641,3
موقف السلطات الرقابية,1,0.07692307692307693,3
التوعية,1,0.0,1
بالضفة,1,0.0,1
المرتبطة,4,0.0,1
فإنه يمكن,1,0.14285714285714285,2
آراء,2,0.0,1
والبحوث بين علم,1,0.2,3
اليوم تنفيذ المكرمات,1,0.038461538461538464,3
ولم يتخذ المجلس,1,0.07142857142857142,3
مركزا على البعد,1,0.3333333333333333,3
المستويات من,1,0.2,2
الأمريكية في,4,0.3333333333333333,2
القادمة لاستلام,1,0.045454545454545456,2
منوهة بتوجيهات,1,1.0,2
المنطقة من قبل,1,0.01818181818181818,3
السامية,6,0.0,1
الأعمال بعناصر الانتاج,1,0.029411764705882353,3
تشغيل احد الكابلات,1,1.0,3
تمويل هذا,1,0.1,2
السيارة على طريق,2,1.0,3
عن نواياها,1,0.004219409282700422,2
القروض وما هي,1,1.0,3
الموافقات اللازمة من,1,1.0,3
في الجلسة أصبح,1,6.455777921239509E-4,3
عن العجز العربي,1,0.004219409282700422,3
موقع واحد شامل,1,0.2,3
ألف دينار شهريا,1,0.05555555555555555,3
ودعا الى,1,0.25,2
البحريني ونحن نتساءل,1,0.09090909090909091,3
ليس من,1,0.05263157894736842,2
فإن الدولة,2,0.10526315789473684,2
ومرتكزات استراتيجية,1,1.0,2
والتصدي,2,0.0,1
كلمة أمام منتدى,1,0.09090909090909091,3
المؤتمر وتم الاجتماع,1,0.02564102564102564,3
ينسحب,1,0.0,1
الماضي استطاعت تحقيق,1,0.05,3
محليا وفي,1,0.5,2
المستثمرين ناهيك عن,1,0.2,3
وامور,1,0.0,1
بيانان لجمعية,1,1.0,2
الوحدات الجاهزة في,1,0.125,3
متتابعة وعكست,1,1.0,2
نبيل وأصيل من,1,0.14285714285714285,3
طوائف الشعب,1,1.0,2
الإسلامي بما في,1,0.1,3
دول آسيا الوسطى,1,0.024390243902439025,3
وتقدم مجموعة كاملة,1,0.3333333333333333,3
ووفق خطة شاملة,1,0.5,3
الدخل القومي الاجمالي,2,0.25,3
في توعية,1,6.455777921239509E-4,2
في سابك,1,6.455777921239509E-4,2
الاستثمار الفردي,1,0.1,2
سريان معاهدة كيوتو,1,0.3333333333333333,3
لقطاع المال البحريني,1,0.5,3
والمدنيين والأطفال والعجائز,1,1.0,3
الفلسطيني صائب عريقات,1,0.030303030303030304,3
حدثت بالأمس وأدت,1,0.1,3
شهود قولهم ان,1,0.16666666666666666,3
المكافأة للموظفين لاستبعاد,1,0.05,3
جذب الاستثمارات الخارجية,1,1.0,3
هذا التعديل,1,0.005208333333333333,2
ان مقنعين,2,0.004739336492890996,2
تكون محطة,1,0.03333333333333333,2
معتقلي القاعدة وطالبان,1,1.0,3
الضفة باسرائيل,1,0.043478260869565216,2
بين كافة,1,0.007936507936507936,2
ولكن حتى الهزيمة,1,0.058823529411764705,3
طباعة اسم,1,0.5,2
لقانون الجمعيات الأهلية,1,0.5,3
واسعة النطاق عن,1,0.16666666666666666,3
قامت مؤخرا,2,0.2222222222222222,2
التوالي بعنوان تصميم,1,0.5,3
مستشار سلامة الغذاء,1,0.5,3
التقديرات السابقة,1,0.5,2
على تصنيف ائتماني,1,0.001483679525222552,3
سوف لن يبقى,1,0.0625,3
والديمقراطي,1,0.0,1
مناقشة الميزانية بالتفصيل,1,0.058823529411764705,3
ليس هو,1,0.05263157894736842,2
بالازعاج داخل المباني,1,1.0,3
كل عامل,1,0.011235955056179775,2
مريم بنت,4,0.6666666666666666,2
المعنية لدراسة,1,0.2,2
تؤدي إلى إقامة,1,0.2,3
مرهون صرح,1,0.1111111111111111,2
الماليين أسهم سندات,1,1.0,3
وابداء,1,0.0,1
الإخلال بالمسئولية الجنائية,1,0.3333333333333333,3
وتجنب الإثارة,1,1.0,2
سماع,2,0.0,1
الأنشطة تهدف,1,0.2,2
الرئاسية في,1,0.25,2
المنطقة الصناعية,4,0.07272727272727272,2
الجانب العراقي امس,1,0.1,3
الحكومية والخاصة لتمكين,1,0.0625,3
الدولة تكون قد,2,1.0,3
حدث في الفلوجة,1,0.027777777777777776,3
الفلوجة أطلقت جمعية,1,0.03571428571428571,3
المناسبة لتنفيذ,1,0.1,2
مارس من عام,1,0.25,3
القوميات الكبرى,2,1.0,2
تماما ويعيشون,1,0.16666666666666666,2
وكانت المصادر,2,0.2857142857142857,2
لم تدخل,1,0.0196078431372549,2
إجراءات الدينار,1,0.058823529411764705,2
فيما لوحظ,1,0.038461538461538464,2
صباح يوم أمس,1,0.04,3
منهم وأشار التقرير,1,0.16666666666666666,3
البحرينية التي,2,0.1,2
سماء,1,0.0,1
فعالية هجماته,2,1.0,2
الريادة للقرن,1,0.3333333333333333,2
في رئاسة الوزراء,1,6.455777921239509E-4,3
للسيارات كما ان,1,1.0,3
بعقوبة فقتل مع,2,1.0,3
من أربعين عارضا,1,8.163265306122449E-4,3
السطح بين,1,1.0,2
ويكابر فيه,1,1.0,2
الملكية في شهر,1,0.05555555555555555,3
صحيح وغير,1,0.3333333333333333,2
وصول المواطنين الى,1,0.25,3
المهاترات والصراخ النائب,1,0.5,3
إلى الاستثمار,1,0.004132231404958678,2
سمات,1,0.0,1
قاتم ينتظر,1,1.0,2
بالعقود,1,0.0,1
من المجتمع,1,8.163265306122449E-4,2
نفس خريطة المفاوض,1,0.16666666666666666,3
إعجابه,1,0.0,1
حاليا إجراءات الإعداد,1,0.08333333333333333,3
تكوين,5,0.0,1
الحوادث,3,0.0,1
بحرية في أي,1,0.5,3
كان لها الدور,1,0.016666666666666666,3
المساعدة على تعزيز,1,1.0,3
نزحت من,1,1.0,2
هل هو,1,0.07692307692307693,2
زيارات سموه الكريمة,1,1.0,3
هو الإباحة والحرية,1,0.011235955056179775,3
الحصر في,1,0.5,2
وفي الحياة المجتمعية,1,0.015873015873015872,3
والخرافة,1,0.0,1
الصحية وان مثل,1,0.125,3
المجلس أن المجلس,1,0.005050505050505051,3
للمواطن الخليجي من,1,0.5,3
النظام الأساسي للجمعية,1,0.05263157894736842,3
رفع الجلسة ثم,1,0.038461538461538464,3
عن هذا المجمع,1,0.004219409282700422,3
الماضي وذلك كردة,1,0.05,3
السريع,2,0.0,1
يعنينا الجزائر واعضاء,1,1.0,3
السعيدي يختلف,1,0.045454545454545456,2
شيراك والمستشار,1,1.0,2
أسرة من سكنة,1,0.08333333333333333,3
الزرائب,7,0.0,1
ويتابع,1,0.0,1
المتحدة وغيرها,1,0.02,2
نعيب على الحكومة,1,1.0,3
الأمور التي تعنيهم,1,0.09090909090909091,3
الى موقع عملها,1,0.0038314176245210726,3
التجارة في,1,0.0625,2
التي تعزف عنها,1,0.003472222222222222,3
وجهة نظر حالية,1,0.25,3
في الشركة,2,0.0012911555842479018,2
تأخير الموظف عن,1,0.5,3
والصحة والبيئة بالشركة,1,0.16666666666666666,3
الموسى رئيس كتلة,3,1.0,3
له من أهمية,1,0.02631578947368421,3
الدكتورة مريم,4,0.36363636363636365,2
المساهمة في وضع,1,0.14285714285714285,3
أو إلى أن,2,1.0,3
المنظمة الانسانية فردوس,2,0.5,3
الفروض أو,1,1.0,2
قضائي نهائي,1,0.5,2
ومطالبهم من أجل,1,1.0,3
الطلابية بصورة منسجمة,1,0.5,3
أن المرأة,1,0.0045662100456621,2
المغربية,1,0.0,1
أين تتجه السفينة,1,0.3333333333333333,3
الأعضاء إن كل,1,0.16666666666666666,3
وقد وجه,1,0.009174311926605505,2
الاعلام والشيخ خالد,1,0.16666666666666666,3
تحويل,4,0.0,1
التي تضم,2,0.006944444444444444,2
عليه في,2,0.058823529411764705,2
الخبر الخاطىء مع,1,0.5,3
ملايين,12,0.0,1
الحصول عليها,1,0.14285714285714285,2
الوزارية الخاصة بالبيئة,1,0.5,3
التعامل مع أبجديات,1,0.1,3
ادارة الجلسة بكل,1,0.1,3
الحواسيب,1,0.0,1
المالية الإسلامية يقع,1,0.03125,3
في جوانتانامو يتعرضون,1,6.455777921239509E-4,3
المستشفيات والمرتبطة بالحمل,1,1.0,3
تصرف إقصائي,1,1.0,2
للتاسع,1,0.0,1
آخر المنتجات الالكترونية,1,0.034482758620689655,3
السرية,1,0.0,1
هذا الخضم,1,0.005208333333333333,2
كما تطرق الى,1,0.007352941176470588,3
تجاوزا وتطاولا على,1,1.0,3
وكان الاكتتاب في,1,0.045454545454545456,3
المستشارة,1,0.0,1
التي تصل,1,0.003472222222222222,2
كارلتون بالمنامة وقال,1,0.5,3
بذلك الدكتور عبدالحسين,1,0.14285714285714285,3
سري انها رصدت,1,1.0,3
الحرمين,5,0.0,1
الأموال والأنظمة,1,0.05263157894736842,2
الأهلية الأخرى,1,0.09090909090909091,2
مليون فلسطيني,1,0.03225806451612903,2
مساحات,1,0.0,1
أعمال المجلس,5,0.25,2
هذا الخطر,1,0.005208333333333333,2
تدفق المطبوعات,1,0.5,2
السعودية وكان,1,0.02631578947368421,2
استدعى الأمر ذلك,1,1.0,3
المضي قدما في,1,0.5,3
المضي قدما فى,1,0.5,3
التي تصب,1,0.003472222222222222,2
محمد شريف,2,0.03508771929824561,2
صادقة سيذكرها التاريخ,1,1.0,3
الجمعية لاخواننا في,1,0.025,3
من رجال,3,0.0024489795918367346,2
سيعمل على,1,0.5,2
حسن الجشي رئيس,1,0.0625,3
المتخصصة اجتماعات,1,0.3333333333333333,2
صعوبة في,1,0.5,2
نشر خبر,1,0.07142857142857142,2
سلفا,1,0.0,1
وقد تم الرد,1,0.009174311926605505,3
حول مواضيع,2,0.030303030303030304,2
وطنه الأم فلسطين,1,1.0,3
الوقوف تحت,1,0.3333333333333333,2
وولعه وشغفه لاحتدام,1,1.0,3
الفرد والمجتمع ومواجهة,1,0.25,3
مستقبلية تكون,1,0.5,2
ومواقفه المشرفة تجاه,1,1.0,3
العلمية لديها,1,0.125,2
نتعرف على الأحوال,1,1.0,3
العمل وتقام,1,0.013333333333333334,2
المجلس عما بدر,1,0.005050505050505051,3
وله أن,1,1.0,2
تكون الازمة,1,0.03333333333333333,2
العودة للماضي,1,0.3333333333333333,2
اجتماعيا واقتصاديا وسياسيا,1,1.0,3
المتعلقة بالبيوت,1,0.07692307692307693,2
علي احمد في,1,0.021739130434782608,3
أمطار,2,0.0,1
فعلى سبيل,5,0.7142857142857143,2
الحواجز,4,0.0,1
البحث تعبير,1,0.09090909090909091,2
في بساطة,1,6.455777921239509E-4,2
من ألفا,1,8.163265306122449E-4,2
على اتخاذها بواسطة,1,0.001483679525222552,3
يستفيد,1,0.0,1
الاردني الا ان,1,0.2,3
الجاري هذا,1,0.07692307692307693,2
لما حدث أمس,1,0.07692307692307693,3
آلاف الفلسطينيين,2,0.18181818181818182,2
ماكنزي,1,0.0,1
المشروع الصهيوني منذ,1,0.02564102564102564,3
الفنية والمتنزهات مليون,1,0.16666666666666666,3
على الاراضي الفلسطينية,1,0.001483679525222552,3
وتحويلها إلى أماكن,1,0.3333333333333333,3
المألوف لأنه لا,1,0.5,3
الزيارة تضمنت اطلاع,1,0.1,3
نحو ارساء السلام,1,0.058823529411764705,3
والاعتداء على ممتلكات,1,1.0,3
من الغور,1,8.163265306122449E-4,2
لعقد اجتماع خاص,1,1.0,3
دينار فما,1,0.023255813953488372,2
الوسط هو,1,0.05263157894736842,2
الخطة التي,1,0.3333333333333333,2
لوزارة,1,0.0,1
أمس إنها,1,0.020833333333333332,2
من الموظفين يتولى,1,8.163265306122449E-4,3
ومن لديه دليل,1,0.02040816326530612,3
المدنية لتطبيق,1,0.03333333333333333,2
لجميع الفئات الطلابية,1,0.14285714285714285,3
بديلة لها,1,1.0,2
تكساس الوسيط,1,1.0,2
وزير الإعلام,2,0.030303030303030304,2
عيد يوسف يتحدث,1,0.3333333333333333,3
الوزارات وديوان الخدمة,1,0.06666666666666667,3
الخليج,46,0.0,1
ورفاهية المنطقة,1,1.0,2
مناسبة للبيئة الخليجية,1,0.25,3
ونيويورك,1,0.0,1
ومطبعة جريدة,1,1.0,2
بن يعقوب,3,0.02830188679245283,2
أفراد المجتمع الذين,1,0.16666666666666666,3
لا أرضى على,1,0.006329113924050633,3
على الاستيضاح,1,0.001483679525222552,2
بالجمعية ان جمعية,1,0.5,3
ان الفكرة,2,0.004739336492890996,2
بشكل عشوائي وفي,1,0.02857142857142857,3
مطلقا ولا يخصها,1,0.5,3
مركزها الرئيسي,1,0.5,2
أسهم المصرف وكان,1,0.2,3
خطط وبرامج,1,0.5,2
تكونت,1,0.0,1
آخر شاهد,2,0.06896551724137931,2
أردنا أن,1,1.0,2
بمنطقة الجلدة بعد,1,0.25,3
إلى أرض الوطن,1,0.004132231404958678,3
التي ازدادت تعرفة,1,0.003472222222222222,3
سابعا كيفية,1,0.3333333333333333,2
لو كنا,1,0.16666666666666666,2
وهيب الناصر,2,0.6666666666666666,2
التي تعد,1,0.003472222222222222,2
سابقا ومنصوص عليه,1,0.3333333333333333,3
كون الجدار,1,0.3333333333333333,2
يعتبر وجودها,1,0.125,2
للقارىء كما,1,1.0,2
هناك ضغوط,2,0.043478260869565216,2
إحدى القضايا الأكثر,1,0.16666666666666666,3
الملك المفدى عهد,1,0.02,3
مطبوعة مماثلة لهذا,1,1.0,3
يعمل الباحث,1,0.16666666666666666,2
الخلوة,1,0.0,1
في المفاوضات,1,6.455777921239509E-4,2
واقتحمت عددا من,1,1.0,3
لها وما نتج,1,0.02,3
البدني في الصحة,1,0.14285714285714285,3
الليبور سعر الفائدة,1,1.0,3
اشتراكية,1,0.0,1
أن أكثر,1,0.0045662100456621,2
العالم في,3,0.058823529411764705,2
النار بين الجانبين,1,0.07692307692307693,3
وقيادات في داخل,2,1.0,3
اجتمعت,1,0.0,1
به حتى اكتمل,1,0.02564102564102564,3
مع حكومات,1,0.005747126436781609,2
المسلمين ويقولون,1,0.3333333333333333,2
في المركز الذي,1,6.455777921239509E-4,3
ذلك حذر من,1,0.009900990099009901,3
قالت الوزارة,1,0.16666666666666666,2
التقادير الأخرى,1,1.0,2
أفريقيا هو تأسيس,1,0.25,3
الملتقى حيث قدم,1,0.2,3
وتلعب دورها السيىء,1,1.0,3
منذ فترة,1,0.034482758620689655,2
ألمانيا والدول,1,0.16666666666666666,2
ومجلسها يطلبان,1,1.0,2
للشركات المساهمة إلى,1,0.5,3
الصادرة من معبر,1,0.14285714285714285,3
المراجعين بالوزارة,1,0.5,2
من أمام,2,0.0016326530612244899,2
التشدد والتزمت تنمية,1,0.5,3
نسخة من تقرير,1,0.3333333333333333,3
سليم,1,0.0,1
جميع الأسئلة والاستفسارات,1,0.029411764705882353,3
دراسة فانها تلتزم,1,0.07142857142857142,3
حق الاختلاف,1,0.045454545454545456,2
على الثقافة العربية,1,0.001483679525222552,3
هل من,1,0.07692307692307693,2
غسل الأموال وأساليب,1,0.08333333333333333,3
الخليجية التي يرغب,1,0.06666666666666667,3
عندها غير,1,0.5,2
حيث تقدير,1,0.00980392156862745,2
لحكومة الرئيس العراقي,1,0.3333333333333333,3
في المنظمات,1,6.455777921239509E-4,2
عددا من النواب,1,0.07692307692307693,3
زيادة طاقة الكهرباء,1,0.05555555555555555,3
الملك المفدى على,1,0.02,3
المعاودة بكتابة,1,0.08333333333333333,2
أعداد جديدة,1,0.5,2
الثلاثة,5,0.0,1
تحافظ شركات الأعمال,1,1.0,3
النشاط الاقتصادي,1,0.09090909090909091,2
والالتزامات الدولية في,1,1.0,3
موضوع الاتجاه,1,0.047619047619047616,2
كسب المؤيدين,1,1.0,2
ما قد يشوب,1,0.005988023952095809,3
المدنية على دراسة,1,0.03333333333333333,3
فرضا قاضية بشروط,1,1.0,3
للتأجير كما,1,1.0,2
الى ألفا بعد,1,0.0038314176245210726,3
وتوضيحها على,1,1.0,2
عادل العسومي,1,0.125,2
باتجاه,4,0.0,1
وزارة التجارة في,1,0.021739130434782608,3
النواب يقبل,1,0.008620689655172414,2
الفاعلة وتمكينها في,1,1.0,3
المخطط الى,1,0.25,2
لدن صاحبة السمو,1,0.5,3
السادة النواب إلى,1,0.125,3
المتمكن لسطح,1,1.0,2
على إنشاء الجمعية,1,0.001483679525222552,3
أكثر توسعا بحيث,1,0.0196078431372549,3
نافذة المفعول,1,1.0,2
بشكل تام حيث,1,0.02857142857142857,3
وتأسيس الشراكات,1,1.0,2
مجرد ردة,1,0.1111111111111111,2
الجلسة رسميا من,1,0.011111111111111112,3
تساهم شركة,1,0.3333333333333333,2
سلوك,1,0.0,1
وأضاف قائلا,3,0.15,2
أن تتحسن,1,0.0045662100456621,2
الوحدات تشكل,1,0.125,2
مشكلة الخريجات الجامعيات,1,0.2,3
الأرض لذا يجب,1,0.2,3
كل من النواب,1,0.011235955056179775,3
التاريخ الاسلامي ان,1,0.25,3
وتهدف حلقة العمل,1,0.3333333333333333,3
حلقة واكد,1,0.2,2
تركيب ثلاث,1,0.2,2
على نفس النمط,1,0.001483679525222552,3
ببعقوبة,2,0.0,1
تصلح كمنطقة,1,1.0,2
الإيجارات والاستشارات وعقود,1,1.0,3
عباس الذي,1,0.07692307692307693,2
في الشرطة,2,0.0012911555842479018,2
فالخليجي ينبغي,1,1.0,2
جميع ما أنتجه,1,0.029411764705882353,3
